Peak Number,Energy (eV),electron number, atom,ELECTRON
17618,0.3910564, 9.32269,11994, beryllium ionization 1, ELECTRON
17619,1.0304735, 5.39171,11995, lithium ionization 1, ELECTRON
17620,1.0289802, 5.39171,11996, lithium ionization 1, ELECTRON
17621,4.3222675, 5.39171,11997, lithium ionization 1, ELECTRON
17621,0.3912875, 9.32269,11998, beryllium ionization 1, ELECTRON
17623,4.3183609, 5.39171,11999, lithium ionization 1, ELECTRON
17623,0.3873809, 9.32269,12000, beryllium ionization 1, ELECTRON
17624,4.3184320, 5.39171,12001, lithium ionization 1, ELECTRON
17624,0.3874520, 9.32269,12002, beryllium ionization 1, ELECTRON
17626,4.3188275, 5.39171,12003, lithium ionization 1, ELECTRON
17626,0.3878475, 9.32269,12004, beryllium ionization 1, ELECTRON
17628,4.3315742, 5.39171,12005, lithium ionization 1, ELECTRON
17628,0.4005942, 9.32269,12006, beryllium ionization 1, ELECTRON
17629,1.0423535, 5.39171,12007, lithium ionization 1, ELECTRON
17630,1.0501713, 5.39171,12008, lithium ionization 1, ELECTRON
17631,1.0482202, 5.39171,12009, lithium ionization 1, ELECTRON
17634,4.3408631, 5.39171,12010, lithium ionization 1, ELECTRON
17634,0.4098831, 9.32269,12011, beryllium ionization 1, ELECTRON
17636,1.0424291, 5.39171,12012, lithium ionization 1, ELECTRON
17637,4.3435342, 5.39171,12013, lithium ionization 1, ELECTRON
17637,0.4125542, 9.32269,12014, beryllium ionization 1, ELECTRON
17638,4.3478720, 5.39171,12015, lithium ionization 1, ELECTRON
17638,0.4168920, 9.32269,12016, beryllium ionization 1, ELECTRON
17639,4.3401697, 5.39171,12017, lithium ionization 1, ELECTRON
17639,0.4091897, 9.32269,12018, beryllium ionization 1, ELECTRON
17640,1.0414691, 5.39171,12019, lithium ionization 1, ELECTRON
17641,4.3323209, 5.39171,12020, lithium ionization 1, ELECTRON
17641,0.4013409, 9.32269,12021, beryllium ionization 1, ELECTRON
17642,1.0398824, 5.39171,12022, lithium ionization 1, ELECTRON
17643,1.0370202, 5.39171,12023, lithium ionization 1, ELECTRON
17644,4.3270275, 5.39171,12024, lithium ionization 1, ELECTRON
17644,0.3960475, 9.32269,12025, beryllium ionization 1, ELECTRON
17645,1.0417180, 5.39171,12026, lithium ionization 1, ELECTRON
17647,1.0365402, 5.39171,12027, lithium ionization 1, ELECTRON
17648,4.3270053, 5.39171,12028, lithium ionization 1, ELECTRON
17648,0.3960253, 9.32269,12029, beryllium ionization 1, ELECTRON
17650,1.0574869, 5.39171,12030, lithium ionization 1, ELECTRON
17651,1.0625224, 5.39171,12031, lithium ionization 1, ELECTRON
17652,4.3518053, 5.39171,12032, lithium ionization 1, ELECTRON
17652,0.4208253, 9.32269,12033, beryllium ionization 1, ELECTRON
17653,1.0583224, 5.39171,12034, lithium ionization 1, ELECTRON
17654,1.0586158, 5.39171,12035, lithium ionization 1, ELECTRON
17655,4.3491609, 5.39171,12036, lithium ionization 1, ELECTRON
17655,0.4181809, 9.32269,12037, beryllium ionization 1, ELECTRON
17656,4.3441342, 5.39171,12038, lithium ionization 1, ELECTRON
17656,0.4131542, 9.32269,12039, beryllium ionization 1, ELECTRON
17657,4.3449120, 5.39171,12040, lithium ionization 1, ELECTRON
17657,0.4139320, 9.32269,12041, beryllium ionization 1, ELECTRON
17658,1.0515802, 5.39171,12042, lithium ionization 1, ELECTRON
17659,4.3423031, 5.39171,12043, lithium ionization 1, ELECTRON
17659,0.4113231, 9.32269,12044, beryllium ionization 1, ELECTRON
17661,1.0493535, 5.39171,12045, lithium ionization 1, ELECTRON
17662,4.3446942, 5.39171,12046, lithium ionization 1, ELECTRON
17662,0.4137142, 9.32269,12047, beryllium ionization 1, ELECTRON
17663,1.0544291, 5.39171,12048, lithium ionization 1, ELECTRON
17664,4.3423253, 5.39171,12049, lithium ionization 1, ELECTRON
17664,0.4113453, 9.32269,12050, beryllium ionization 1, ELECTRON
17665,1.0517580, 5.39171,12051, lithium ionization 1, ELECTRON
17666,4.3444009, 5.39171,12052, lithium ionization 1, ELECTRON
17666,0.4134209, 9.32269,12053, beryllium ionization 1, ELECTRON
17667,1.0553313, 5.39171,12054, lithium ionization 1, ELECTRON
17668,1.0535046, 5.39171,12055, lithium ionization 1, ELECTRON
17669,4.3455253, 5.39171,12056, lithium ionization 1, ELECTRON
17669,0.4145453, 9.32269,12057, beryllium ionization 1, ELECTRON
17670,1.0558691, 5.39171,12058, lithium ionization 1, ELECTRON
17671,4.3519297, 5.39171,12059, lithium ionization 1, ELECTRON
17671,0.4209497, 9.32269,12060, beryllium ionization 1, ELECTRON
17672,1.0593580, 5.39171,12061, lithium ionization 1, ELECTRON
17673,4.3485786, 5.39171,12062, lithium ionization 1, ELECTRON
17673,0.4175986, 9.32269,12063, beryllium ionization 1, ELECTRON
17674,4.3489831, 5.39171,12064, lithium ionization 1, ELECTRON
17674,0.4180031, 9.32269,12065, beryllium ionization 1, ELECTRON
17675,4.3414808, 5.39171,12066, lithium ionization 1, ELECTRON
17675,0.4105008, 9.32269,12067, beryllium ionization 1, ELECTRON
17677,4.3503475, 5.39171,12068, lithium ionization 1, ELECTRON
17677,0.4193675, 9.32269,12069, beryllium ionization 1, ELECTRON
17679,1.0674335, 5.39171,12070, lithium ionization 1, ELECTRON
17682,4.3550809, 5.39171,12071, lithium ionization 1, ELECTRON
17682,0.4241009, 9.32269,12072, beryllium ionization 1, ELECTRON
17683,1.0610424, 5.39171,12073, lithium ionization 1, ELECTRON
17684,1.0644024, 5.39171,12074, lithium ionization 1, ELECTRON
17686,4.3524942, 5.39171,12075, lithium ionization 1, ELECTRON
17686,0.4215142, 9.32269,12076, beryllium ionization 1, ELECTRON
17687,1.0679269, 5.39171,12077, lithium ionization 1, ELECTRON
17689,4.3624897, 5.39171,12078, lithium ionization 1, ELECTRON
17689,0.4315097, 9.32269,12079, beryllium ionization 1, ELECTRON
17690,1.0687402, 5.39171,12080, lithium ionization 1, ELECTRON
17691,1.0685535, 5.39171,12081, lithium ionization 1, ELECTRON
17693,4.3656231, 5.39171,12082, lithium ionization 1, ELECTRON
17693,0.4346431, 9.32269,12083, beryllium ionization 1, ELECTRON
17694,4.3623564, 5.39171,12084, lithium ionization 1, ELECTRON
17694,0.4313764, 9.32269,12085, beryllium ionization 1, ELECTRON
17695,1.0681935, 5.39171,12086, lithium ionization 1, ELECTRON
17696,4.3575342, 5.39171,12087, lithium ionization 1, ELECTRON
17696,0.4265542, 9.32269,12088, beryllium ionization 1, ELECTRON
17698,1.0618158, 5.39171,12089, lithium ionization 1, ELECTRON
17699,4.3543075, 5.39171,12090, lithium ionization 1, ELECTRON
17699,0.4233275, 9.32269,12091, beryllium ionization 1, ELECTRON
17700,4.3516720, 5.39171,12092, lithium ionization 1, ELECTRON
17700,0.4206920, 9.32269,12093, beryllium ionization 1, ELECTRON
17701,1.0713269, 5.39171,12094, lithium ionization 1, ELECTRON
17702,1.0681358, 5.39171,12095, lithium ionization 1, ELECTRON
17704,4.3603386, 5.39171,12096, lithium ionization 1, ELECTRON
17704,0.4293586, 9.32269,12097, beryllium ionization 1, ELECTRON
17705,4.3586720, 5.39171,12098, lithium ionization 1, ELECTRON
17705,0.4276920, 9.32269,12099, beryllium ionization 1, ELECTRON
17706,1.0710424, 5.39171,12100, lithium ionization 1, ELECTRON
17710,4.3608186, 5.39171,12101, lithium ionization 1, ELECTRON
17710,0.4298386, 9.32269,12102, beryllium ionization 1, ELECTRON
17711,1.0688913, 5.39171,12103, lithium ionization 1, ELECTRON
17713,1.0730513, 5.39171,12104, lithium ionization 1, ELECTRON
17714,4.3664053, 5.39171,12105, lithium ionization 1, ELECTRON
17714,0.4354253, 9.32269,12106, beryllium ionization 1, ELECTRON
17716,4.3768586, 5.39171,12107, lithium ionization 1, ELECTRON
17716,0.4458786, 9.32269,12108, beryllium ionization 1, ELECTRON
17717,1.0830202, 5.39171,12109, lithium ionization 1, ELECTRON
17719,4.3773609, 5.39171,12110, lithium ionization 1, ELECTRON
17719,0.4463809, 9.32269,12111, beryllium ionization 1, ELECTRON
17720,4.3728764, 5.39171,12112, lithium ionization 1, ELECTRON
17720,0.4418964, 9.32269,12113, beryllium ionization 1, ELECTRON
17721,4.3680186, 5.39171,12114, lithium ionization 1, ELECTRON
17721,0.4370386, 9.32269,12115, beryllium ionization 1, ELECTRON
17723,4.3715609, 5.39171,12116, lithium ionization 1, ELECTRON
17723,0.4405809, 9.32269,12117, beryllium ionization 1, ELECTRON
17724,4.3725475, 5.39171,12118, lithium ionization 1, ELECTRON
17724,0.4415675, 9.32269,12119, beryllium ionization 1, ELECTRON
17725,4.3738186, 5.39171,12120, lithium ionization 1, ELECTRON
17725,0.4428386, 9.32269,12121, beryllium ionization 1, ELECTRON
17727,4.3804720, 5.39171,12122, lithium ionization 1, ELECTRON
17727,0.4494920, 9.32269,12123, beryllium ionization 1, ELECTRON
17729,1.0872513, 5.39171,12124, lithium ionization 1, ELECTRON
17730,4.3798853, 5.39171,12125, lithium ionization 1, ELECTRON
17730,0.4489053, 9.32269,12126, beryllium ionization 1, ELECTRON
17731,1.0965491, 5.39171,12127, lithium ionization 1, ELECTRON
17733,1.0991935, 5.39171,12128, lithium ionization 1, ELECTRON
17734,4.3957075, 5.39171,12129, lithium ionization 1, ELECTRON
17734,0.4647275, 9.32269,12130, beryllium ionization 1, ELECTRON
17737,4.3974986, 5.39171,12131, lithium ionization 1, ELECTRON
17737,0.4665186, 9.32269,12132, beryllium ionization 1, ELECTRON
17741,4.4018231, 5.39171,12133, lithium ionization 1, ELECTRON
17741,0.4708431, 9.32269,12134, beryllium ionization 1, ELECTRON
17742,1.1042958, 5.39171,12135, lithium ionization 1, ELECTRON
17743,4.3939920, 5.39171,12136, lithium ionization 1, ELECTRON
17743,0.4630120, 9.32269,12137, beryllium ionization 1, ELECTRON
17744,1.0988069, 5.39171,12138, lithium ionization 1, ELECTRON
17746,1.0957269, 5.39171,12139, lithium ionization 1, ELECTRON
17747,1.0938513, 5.39171,12140, lithium ionization 1, ELECTRON
17748,1.0973358, 5.39171,12141, lithium ionization 1, ELECTRON
17749,4.3862942, 5.39171,12142, lithium ionization 1, ELECTRON
17749,0.4553142, 9.32269,12143, beryllium ionization 1, ELECTRON
17750,1.0948202, 5.39171,12144, lithium ionization 1, ELECTRON
17751,1.0903269, 5.39171,12145, lithium ionization 1, ELECTRON
17753,4.3807297, 5.39171,12146, lithium ionization 1, ELECTRON
17753,0.4497497, 9.32269,12147, beryllium ionization 1, ELECTRON
17754,1.0927313, 5.39171,12148, lithium ionization 1, ELECTRON
17755,1.0917358, 5.39171,12149, lithium ionization 1, ELECTRON
17756,1.0909446, 5.39171,12150, lithium ionization 1, ELECTRON
17757,1.0926691, 5.39171,12151, lithium ionization 1, ELECTRON
17758,1.0928869, 5.39171,12152, lithium ionization 1, ELECTRON
17759,4.3823253, 5.39171,12153, lithium ionization 1, ELECTRON
17759,0.4513453, 9.32269,12154, beryllium ionization 1, ELECTRON
17760,4.3820497, 5.39171,12155, lithium ionization 1, ELECTRON
17760,0.4510697, 9.32269,12156, beryllium ionization 1, ELECTRON
17761,4.3804009, 5.39171,12157, lithium ionization 1, ELECTRON
17761,0.4494209, 9.32269,12158, beryllium ionization 1, ELECTRON
17762,4.3815653, 5.39171,12159, lithium ionization 1, ELECTRON
17762,0.4505853, 9.32269,12160, beryllium ionization 1, ELECTRON
17763,1.0859402, 5.39171,12161, lithium ionization 1, ELECTRON
17764,4.3777653, 5.39171,12162, lithium ionization 1, ELECTRON
17764,0.4467853, 9.32269,12163, beryllium ionization 1, ELECTRON
17766,4.3791164, 5.39171,12164, lithium ionization 1, ELECTRON
17766,0.4481364, 9.32269,12165, beryllium ionization 1, ELECTRON
17767,4.3751786, 5.39171,12166, lithium ionization 1, ELECTRON
17767,0.4441986, 9.32269,12167, beryllium ionization 1, ELECTRON
17768,1.0842958, 5.39171,12168, lithium ionization 1, ELECTRON
17769,4.3724409, 5.39171,12169, lithium ionization 1, ELECTRON
17769,0.4414609, 9.32269,12170, beryllium ionization 1, ELECTRON
17770,1.0776735, 5.39171,12171, lithium ionization 1, ELECTRON
17772,1.0770691, 5.39171,12172, lithium ionization 1, ELECTRON
17773,1.0776558, 5.39171,12173, lithium ionization 1, ELECTRON
17774,4.3666186, 5.39171,12174, lithium ionization 1, ELECTRON
17774,0.4356386, 9.32269,12175, beryllium ionization 1, ELECTRON
17776,4.3657342, 5.39171,12176, lithium ionization 1, ELECTRON
17776,0.4347542, 9.32269,12177, beryllium ionization 1, ELECTRON
17778,4.3796675, 5.39171,12178, lithium ionization 1, ELECTRON
17778,0.4486875, 9.32269,12179, beryllium ionization 1, ELECTRON
17779,4.3800142, 5.39171,12180, lithium ionization 1, ELECTRON
17779,0.4490342, 9.32269,12181, beryllium ionization 1, ELECTRON
17780,4.3765786, 5.39171,12182, lithium ionization 1, ELECTRON
17780,0.4455986, 9.32269,12183, beryllium ionization 1, ELECTRON
17781,4.3736942, 5.39171,12184, lithium ionization 1, ELECTRON
17781,0.4427142, 9.32269,12185, beryllium ionization 1, ELECTRON
17782,1.0829580, 5.39171,12186, lithium ionization 1, ELECTRON
17783,1.0864069, 5.39171,12187, lithium ionization 1, ELECTRON
17784,1.0861891, 5.39171,12188, lithium ionization 1, ELECTRON
17785,4.3798897, 5.39171,12189, lithium ionization 1, ELECTRON
17785,0.4489097, 9.32269,12190, beryllium ionization 1, ELECTRON
17787,1.0865980, 5.39171,12191, lithium ionization 1, ELECTRON
17789,4.3769164, 5.39171,12192, lithium ionization 1, ELECTRON
17789,0.4459364, 9.32269,12193, beryllium ionization 1, ELECTRON
17790,4.3795831, 5.39171,12194, lithium ionization 1, ELECTRON
17790,0.4486031, 9.32269,12195, beryllium ionization 1, ELECTRON
17791,1.0858958, 5.39171,12196, lithium ionization 1, ELECTRON
17792,4.3837564, 5.39171,12197, lithium ionization 1, ELECTRON
17792,0.4527764, 9.32269,12198, beryllium ionization 1, ELECTRON
17793,1.0945002, 5.39171,12199, lithium ionization 1, ELECTRON
17794,1.0925891, 5.39171,12200, lithium ionization 1, ELECTRON
17795,4.3805520, 5.39171,12201, lithium ionization 1, ELECTRON
17795,0.4495720, 9.32269,12202, beryllium ionization 1, ELECTRON
17797,4.3832186, 5.39171,12203, lithium ionization 1, ELECTRON
17797,0.4522386, 9.32269,12204, beryllium ionization 1, ELECTRON
17798,4.3826320, 5.39171,12205, lithium ionization 1, ELECTRON
17798,0.4516520, 9.32269,12206, beryllium ionization 1, ELECTRON
17800,4.3858097, 5.39171,12207, lithium ionization 1, ELECTRON
17800,0.4548297, 9.32269,12208, beryllium ionization 1, ELECTRON
17801,4.3862186, 5.39171,12209, lithium ionization 1, ELECTRON
17801,0.4552386, 9.32269,12210, beryllium ionization 1, ELECTRON
17802,1.0945224, 5.39171,12211, lithium ionization 1, ELECTRON
17805,1.0903358, 5.39171,12212, lithium ionization 1, ELECTRON
17806,4.3832853, 5.39171,12213, lithium ionization 1, ELECTRON
17806,0.4523053, 9.32269,12214, beryllium ionization 1, ELECTRON
17807,4.3793297, 5.39171,12215, lithium ionization 1, ELECTRON
17807,0.4483497, 9.32269,12216, beryllium ionization 1, ELECTRON
17810,1.0856558, 5.39171,12217, lithium ionization 1, ELECTRON
17811,1.0805180, 5.39171,12218, lithium ionization 1, ELECTRON
17813,4.3723875, 5.39171,12219, lithium ionization 1, ELECTRON
17813,0.4414075, 9.32269,12220, beryllium ionization 1, ELECTRON
17814,1.0824247, 5.39171,12221, lithium ionization 1, ELECTRON
17816,1.0821224, 5.39171,12222, lithium ionization 1, ELECTRON
17817,1.0807402, 5.39171,12223, lithium ionization 1, ELECTRON
17818,1.0833980, 5.39171,12224, lithium ionization 1, ELECTRON
17820,1.0911358, 5.39171,12225, lithium ionization 1, ELECTRON
17821,4.3797209, 5.39171,12226, lithium ionization 1, ELECTRON
17821,0.4487409, 9.32269,12227, beryllium ionization 1, ELECTRON
17822,4.3735608, 5.39171,12228, lithium ionization 1, ELECTRON
17822,0.4425808, 9.32269,12229, beryllium ionization 1, ELECTRON
17823,4.3737520, 5.39171,12230, lithium ionization 1, ELECTRON
17823,0.4427720, 9.32269,12231, beryllium ionization 1, ELECTRON
17824,4.3743120, 5.39171,12232, lithium ionization 1, ELECTRON
17824,0.4433320, 9.32269,12233, beryllium ionization 1, ELECTRON
17825,1.0815891, 5.39171,12234, lithium ionization 1, ELECTRON
17826,4.3733075, 5.39171,12235, lithium ionization 1, ELECTRON
17826,0.4423275, 9.32269,12236, beryllium ionization 1, ELECTRON
17827,4.3777964, 5.39171,12237, lithium ionization 1, ELECTRON
17827,0.4468164, 9.32269,12238, beryllium ionization 1, ELECTRON
17829,1.0846869, 5.39171,12239, lithium ionization 1, ELECTRON
17830,1.0836513, 5.39171,12240, lithium ionization 1, ELECTRON
17831,4.3726853, 5.39171,12241, lithium ionization 1, ELECTRON
17831,0.4417053, 9.32269,12242, beryllium ionization 1, ELECTRON
17833,1.0801669, 5.39171,12243, lithium ionization 1, ELECTRON
17834,4.3671609, 5.39171,12244, lithium ionization 1, ELECTRON
17834,0.4361809, 9.32269,12245, beryllium ionization 1, ELECTRON
17835,4.3667475, 5.39171,12246, lithium ionization 1, ELECTRON
17835,0.4357675, 9.32269,12247, beryllium ionization 1, ELECTRON
17836,1.0748957, 5.39171,12248, lithium ionization 1, ELECTRON
17839,4.3686986, 5.39171,12249, lithium ionization 1, ELECTRON
17839,0.4377186, 9.32269,12250, beryllium ionization 1, ELECTRON
17840,1.0767491, 5.39171,12251, lithium ionization 1, ELECTRON
17841,1.0771491, 5.39171,12252, lithium ionization 1, ELECTRON
17842,4.3481742, 5.39171,12253, lithium ionization 1, ELECTRON
17842,0.4171942, 9.32269,12254, beryllium ionization 1, ELECTRON
17843,4.3355297, 5.39171,12255, lithium ionization 1, ELECTRON
17843,0.4045497, 9.32269,12256, beryllium ionization 1, ELECTRON
17844,4.3357164, 5.39171,12257, lithium ionization 1, ELECTRON
17844,0.4047364, 9.32269,12258, beryllium ionization 1, ELECTRON
17845,1.0497980, 5.39171,12259, lithium ionization 1, ELECTRON
17846,1.0503357, 5.39171,12260, lithium ionization 1, ELECTRON
17848,1.0510913, 5.39171,12261, lithium ionization 1, ELECTRON
17849,1.0492424, 5.39171,12262, lithium ionization 1, ELECTRON
17851,1.0451935, 5.39171,12263, lithium ionization 1, ELECTRON
17852,4.3322364, 5.39171,12264, lithium ionization 1, ELECTRON
17852,0.4012564, 9.32269,12265, beryllium ionization 1, ELECTRON
17853,4.3315253, 5.39171,12266, lithium ionization 1, ELECTRON
17853,0.4005453, 9.32269,12267, beryllium ionization 1, ELECTRON
17854,4.3279920, 5.39171,12268, lithium ionization 1, ELECTRON
17854,0.3970120, 9.32269,12269, beryllium ionization 1, ELECTRON
17855,1.0348158, 5.39171,12270, lithium ionization 1, ELECTRON
17856,4.3275386, 5.39171,12271, lithium ionization 1, ELECTRON
17856,0.3965586, 9.32269,12272, beryllium ionization 1, ELECTRON
17857,4.3260986, 5.39171,12273, lithium ionization 1, ELECTRON
17857,0.3951186, 9.32269,12274, beryllium ionization 1, ELECTRON
17858,1.0338202, 5.39171,12275, lithium ionization 1, ELECTRON
17860,1.0305535, 5.39171,12276, lithium ionization 1, ELECTRON
17861,4.3248231, 5.39171,12277, lithium ionization 1, ELECTRON
17861,0.3938431, 9.32269,12278, beryllium ionization 1, ELECTRON
17863,1.0423224, 5.39171,12279, lithium ionization 1, ELECTRON
17864,4.3318809, 5.39171,12280, lithium ionization 1, ELECTRON
17864,0.4009009, 9.32269,12281, beryllium ionization 1, ELECTRON
17865,4.3351786, 5.39171,12282, lithium ionization 1, ELECTRON
17865,0.4041986, 9.32269,12283, beryllium ionization 1, ELECTRON
17866,4.3341253, 5.39171,12284, lithium ionization 1, ELECTRON
17866,0.4031453, 9.32269,12285, beryllium ionization 1, ELECTRON
17867,1.0437002, 5.39171,12286, lithium ionization 1, ELECTRON
17868,4.3325342, 5.39171,12287, lithium ionization 1, ELECTRON
17868,0.4015542, 9.32269,12288, beryllium ionization 1, ELECTRON
17870,4.3333520, 5.39171,12289, lithium ionization 1, ELECTRON
17870,0.4023720, 9.32269,12290, beryllium ionization 1, ELECTRON
17872,4.3320808, 5.39171,12291, lithium ionization 1, ELECTRON
17872,0.4011008, 9.32269,12292, beryllium ionization 1, ELECTRON
17873,4.3304631, 5.39171,12293, lithium ionization 1, ELECTRON
17873,0.3994831, 9.32269,12294, beryllium ionization 1, ELECTRON
17878,1.0207847, 5.39171,12295, lithium ionization 1, ELECTRON
17880,4.3066320, 5.39171,12296, lithium ionization 1, ELECTRON
17880,0.3756520, 9.32269,12297, beryllium ionization 1, ELECTRON
17882,4.3011031, 5.39171,12298, lithium ionization 1, ELECTRON
17882,0.3701231, 9.32269,12299, beryllium ionization 1, ELECTRON
17884,4.2923653, 5.39171,12300, lithium ionization 1, ELECTRON
17884,0.3613853, 9.32269,12301, beryllium ionization 1, ELECTRON
17885,4.2898364, 5.39171,12302, lithium ionization 1, ELECTRON
17885,0.3588564, 9.32269,12303, beryllium ionization 1, ELECTRON
17886,4.2900853, 5.39171,12304, lithium ionization 1, ELECTRON
17886,0.3591053, 9.32269,12305, beryllium ionization 1, ELECTRON
17887,4.2970542, 5.39171,12306, lithium ionization 1, ELECTRON
17887,0.3660742, 9.32269,12307, beryllium ionization 1, ELECTRON
17888,4.2954409, 5.39171,12308, lithium ionization 1, ELECTRON
17888,0.3644609, 9.32269,12309, beryllium ionization 1, ELECTRON
17890,0.9934469, 5.39171,12310, lithium ionization 1, ELECTRON
17891,0.9896558, 5.39171,12311, lithium ionization 1, ELECTRON
17893,4.2626364, 5.39171,12312, lithium ionization 1, ELECTRON
17893,0.3316564, 9.32269,12313, beryllium ionization 1, ELECTRON
17894,0.9764113, 5.39171,12314, lithium ionization 1, ELECTRON
17896,4.2480942, 5.39171,12315, lithium ionization 1, ELECTRON
17896,0.3171142, 9.32269,12316, beryllium ionization 1, ELECTRON
17898,4.2509209, 5.39171,12317, lithium ionization 1, ELECTRON
17898,0.3199409, 9.32269,12318, beryllium ionization 1, ELECTRON
17899,4.2531475, 5.39171,12319, lithium ionization 1, ELECTRON
17899,0.3221675, 9.32269,12320, beryllium ionization 1, ELECTRON
17900,4.2544764, 5.39171,12321, lithium ionization 1, ELECTRON
17900,0.3234964, 9.32269,12322, beryllium ionization 1, ELECTRON
17901,0.9471402, 5.39171,12323, lithium ionization 1, ELECTRON
17902,4.2282275, 5.39171,12324, lithium ionization 1, ELECTRON
17902,0.2972475, 9.32269,12325, beryllium ionization 1, ELECTRON
17903,4.2270542, 5.39171,12326, lithium ionization 1, ELECTRON
17903,0.2960742, 9.32269,12327, beryllium ionization 1, ELECTRON
17904,0.9393091, 5.39171,12328, lithium ionization 1, ELECTRON
17905,0.9423313, 5.39171,12329, lithium ionization 1, ELECTRON
17907,4.2231475, 5.39171,12330, lithium ionization 1, ELECTRON
17907,0.2921675, 9.32269,12331, beryllium ionization 1, ELECTRON
17908,4.1965608, 5.39171,12332, lithium ionization 1, ELECTRON
17908,0.2655808, 9.32269,12333, beryllium ionization 1, ELECTRON
17909,4.1922231, 5.39171,12334, lithium ionization 1, ELECTRON
17909,0.2612431, 9.32269,12335, beryllium ionization 1, ELECTRON
17911,0.7960913, 5.39171,12336, lithium ionization 1, ELECTRON
17912,4.1548320, 5.39171,12337, lithium ionization 1, ELECTRON
17912,0.2238520, 9.32269,12338, beryllium ionization 1, ELECTRON
17913,4.1484942, 5.39171,12339, lithium ionization 1, ELECTRON
17913,0.2175142, 9.32269,12340, beryllium ionization 1, ELECTRON
17914,0.8578646, 5.39171,12341, lithium ionization 1, ELECTRON
17916,4.1371964, 5.39171,12342, lithium ionization 1, ELECTRON
17916,0.2062164, 9.32269,12343, beryllium ionization 1, ELECTRON
17917,4.1403475, 5.39171,12344, lithium ionization 1, ELECTRON
17917,0.2093675, 9.32269,12345, beryllium ionization 1, ELECTRON
17919,0.8347713, 5.39171,12346, lithium ionization 1, ELECTRON
17920,4.0998542, 5.39171,12347, lithium ionization 1, ELECTRON
17920,0.1688742, 9.32269,12348, beryllium ionization 1, ELECTRON
17921,4.0736231, 5.39171,12349, lithium ionization 1, ELECTRON
17921,0.1426431, 9.32269,12350, beryllium ionization 1, ELECTRON
17922,0.7906024, 5.39171,12351, lithium ionization 1, ELECTRON
17923,0.7898958, 5.39171,12352, lithium ionization 1, ELECTRON
17924,0.8197669, 5.39171,12353, lithium ionization 1, ELECTRON
17926,4.1352320, 5.39171,12354, lithium ionization 1, ELECTRON
17926,0.2042520, 9.32269,12355, beryllium ionization 1, ELECTRON
17928,0.8934558, 5.39171,12356, lithium ionization 1, ELECTRON
17929,0.8598424, 5.39171,12357, lithium ionization 1, ELECTRON
17930,0.8590024, 5.39171,12358, lithium ionization 1, ELECTRON
17931,0.8572291, 5.39171,12359, lithium ionization 1, ELECTRON
17932,4.1593475, 5.39171,12360, lithium ionization 1, ELECTRON
17932,0.2283675, 9.32269,12361, beryllium ionization 1, ELECTRON
17933,0.8776824, 5.39171,12362, lithium ionization 1, ELECTRON
17934,0.9201180, 5.39171,12363, lithium ionization 1, ELECTRON
17935,0.9035269, 5.39171,12364, lithium ionization 1, ELECTRON
17936,4.1994853, 5.39171,12365, lithium ionization 1, ELECTRON
17936,0.2685053, 9.32269,12366, beryllium ionization 1, ELECTRON
17937,0.9412069, 5.39171,12367, lithium ionization 1, ELECTRON
17938,0.9473980, 5.39171,12368, lithium ionization 1, ELECTRON
17941,1.0297980, 5.39171,12369, lithium ionization 1, ELECTRON
17942,1.0002780, 5.39171,12370, lithium ionization 1, ELECTRON
17944,4.2883475, 5.39171,12371, lithium ionization 1, ELECTRON
17944,0.3573675, 9.32269,12372, beryllium ionization 1, ELECTRON
17945,0.9658957, 5.39171,12373, lithium ionization 1, ELECTRON
17946,4.2416986, 5.39171,12374, lithium ionization 1, ELECTRON
17946,0.3107186, 9.32269,12375, beryllium ionization 1, ELECTRON
17947,4.2466275, 5.39171,12376, lithium ionization 1, ELECTRON
17947,0.3156475, 9.32269,12377, beryllium ionization 1, ELECTRON
17949,4.2581964, 5.39171,12378, lithium ionization 1, ELECTRON
17949,0.3272164, 9.32269,12379, beryllium ionization 1, ELECTRON
17950,0.9574513, 5.39171,12380, lithium ionization 1, ELECTRON
17952,4.2793786, 5.39171,12381, lithium ionization 1, ELECTRON
17952,0.3483986, 9.32269,12382, beryllium ionization 1, ELECTRON
17953,0.9770024, 5.39171,12383, lithium ionization 1, ELECTRON
17955,4.2389431, 5.39171,12384, lithium ionization 1, ELECTRON
17955,0.3079631, 9.32269,12385, beryllium ionization 1, ELECTRON
17957,0.9356735, 5.39171,12386, lithium ionization 1, ELECTRON
17960,4.1569964, 5.39171,12387, lithium ionization 1, ELECTRON
17960,0.2260164, 9.32269,12388, beryllium ionization 1, ELECTRON
17964,4.1761564, 5.39171,12389, lithium ionization 1, ELECTRON
17964,0.2451764, 9.32269,12390, beryllium ionization 1, ELECTRON
17965,0.8649580, 5.39171,12391, lithium ionization 1, ELECTRON
17966,0.8767269, 5.39171,12392, lithium ionization 1, ELECTRON
17969,4.1395342, 5.39171,12393, lithium ionization 1, ELECTRON
17969,0.2085542, 9.32269,12394, beryllium ionization 1, ELECTRON
17970,0.8345580, 5.39171,12395, lithium ionization 1, ELECTRON
17972,4.1696675, 5.39171,12396, lithium ionization 1, ELECTRON
17972,0.2386875, 9.32269,12397, beryllium ionization 1, ELECTRON
17974,4.1399386, 5.39171,12398, lithium ionization 1, ELECTRON
17974,0.2089586, 9.32269,12399, beryllium ionization 1, ELECTRON
