Peak Number,Energy (eV),electron number, atom,ELECTRON
391,0.7538380, 5.39171,430, lithium ionization 1, ELECTRON
393,0.7441358, 5.39171,431, lithium ionization 1, ELECTRON
394,0.7454957, 5.39171,432, lithium ionization 1, ELECTRON
395,4.0394453, 5.39171,433, lithium ionization 1, ELECTRON
395,0.1084653, 9.32269,434, beryllium ionization 1, ELECTRON
396,4.0361298, 5.39171,435, lithium ionization 1, ELECTRON
396,0.1051498, 9.32269,436, beryllium ionization 1, ELECTRON
397,4.0543209, 5.39171,437, lithium ionization 1, ELECTRON
397,0.1233409, 9.32269,438, beryllium ionization 1, ELECTRON
398,0.7521269, 5.39171,439, lithium ionization 1, ELECTRON
399,4.0548142, 5.39171,440, lithium ionization 1, ELECTRON
399,0.1238342, 9.32269,441, beryllium ionization 1, ELECTRON
400,4.0327653, 5.39171,442, lithium ionization 1, ELECTRON
400,0.1017853, 9.32269,443, beryllium ionization 1, ELECTRON
401,0.7104246, 5.39171,444, lithium ionization 1, ELECTRON
402,0.6927269, 5.39171,445, lithium ionization 1, ELECTRON
403,0.6531580, 5.39171,446, lithium ionization 1, ELECTRON
404,3.8717742, 5.39171,447, lithium ionization 1, ELECTRON
405,0.5726246, 5.39171,448, lithium ionization 1, ELECTRON
406,3.8743075, 5.39171,449, lithium ionization 1, ELECTRON
407,3.8616853, 5.39171,450, lithium ionization 1, ELECTRON
410,3.8072319, 5.39171,451, lithium ionization 1, ELECTRON
412,0.5233891, 5.39171,452, lithium ionization 1, ELECTRON
413,3.8143253, 5.39171,453, lithium ionization 1, ELECTRON
414,0.4601180, 5.39171,454, lithium ionization 1, ELECTRON
415,0.4932913, 5.39171,455, lithium ionization 1, ELECTRON
416,3.7736631, 5.39171,456, lithium ionization 1, ELECTRON
417,3.8088898, 5.39171,457, lithium ionization 1, ELECTRON
418,3.8515875, 5.39171,458, lithium ionization 1, ELECTRON
419,0.5060735, 5.39171,459, lithium ionization 1, ELECTRON
421,0.5240691, 5.39171,460, lithium ionization 1, ELECTRON
422,3.8202586, 5.39171,461, lithium ionization 1, ELECTRON
423,0.5544468, 5.39171,462, lithium ionization 1, ELECTRON
424,3.8213653, 5.39171,463, lithium ionization 1, ELECTRON
426,0.5303313, 5.39171,464, lithium ionization 1, ELECTRON
427,0.5283046, 5.39171,465, lithium ionization 1, ELECTRON
428,0.5446913, 5.39171,466, lithium ionization 1, ELECTRON
429,3.8508897, 5.39171,467, lithium ionization 1, ELECTRON
430,3.8705253, 5.39171,468, lithium ionization 1, ELECTRON
431,3.7903609, 5.39171,469, lithium ionization 1, ELECTRON
432,3.7609209, 5.39171,470, lithium ionization 1, ELECTRON
435,3.6426586, 5.39171,471, lithium ionization 1, ELECTRON
437,3.5916630, 5.39171,472, lithium ionization 1, ELECTRON
438,0.2792380, 5.39171,473, lithium ionization 1, ELECTRON
439,3.5861653, 5.39171,474, lithium ionization 1, ELECTRON
442,0.1953402, 5.39171,475, lithium ionization 1, ELECTRON
443,3.4976320, 5.39171,476, lithium ionization 1, ELECTRON
444,3.3739875, 5.39171,477, lithium ionization 1, ELECTRON
445,3.4256986, 5.39171,478, lithium ionization 1, ELECTRON
447,3.5769208, 5.39171,479, lithium ionization 1, ELECTRON
448,0.2607402, 5.39171,480, lithium ionization 1, ELECTRON
451,0.3651402, 5.39171,481, lithium ionization 1, ELECTRON
453,0.2578513, 5.39171,482, lithium ionization 1, ELECTRON
454,3.4818986, 5.39171,483, lithium ionization 1, ELECTRON
456,3.5404098, 5.39171,484, lithium ionization 1, ELECTRON
458,3.4827209, 5.39171,485, lithium ionization 1, ELECTRON
460,3.6361209, 5.39171,486, lithium ionization 1, ELECTRON
461,3.6196097, 5.39171,487, lithium ionization 1, ELECTRON
462,3.5761653, 5.39171,488, lithium ionization 1, ELECTRON
463,3.5453653, 5.39171,489, lithium ionization 1, ELECTRON
464,0.2590735, 5.39171,490, lithium ionization 1, ELECTRON
465,0.2369847, 5.39171,491, lithium ionization 1, ELECTRON
466,0.1944290, 5.39171,492, lithium ionization 1, ELECTRON
469,0.2703847, 5.39171,493, lithium ionization 1, ELECTRON
471,0.2438513, 5.39171,494, lithium ionization 1, ELECTRON
473,0.2074513, 5.39171,495, lithium ionization 1, ELECTRON
475,3.4562542, 5.39171,496, lithium ionization 1, ELECTRON
476,3.4838542, 5.39171,497, lithium ionization 1, ELECTRON
478,0.2329402, 5.39171,498, lithium ionization 1, ELECTRON
479,3.5437209, 5.39171,499, lithium ionization 1, ELECTRON
483,3.5474097, 5.39171,500, lithium ionization 1, ELECTRON
485,3.5790987, 5.39171,501, lithium ionization 1, ELECTRON
486,3.5684098, 5.39171,502, lithium ionization 1, ELECTRON
487,0.3280291, 5.39171,503, lithium ionization 1, ELECTRON
488,0.3003180, 5.39171,504, lithium ionization 1, ELECTRON
490,3.5458542, 5.39171,505, lithium ionization 1, ELECTRON
491,3.5078320, 5.39171,506, lithium ionization 1, ELECTRON
492,0.2348958, 5.39171,507, lithium ionization 1, ELECTRON
493,3.5452320, 5.39171,508, lithium ionization 1, ELECTRON
494,3.5694542, 5.39171,509, lithium ionization 1, ELECTRON
497,3.5735875, 5.39171,510, lithium ionization 1, ELECTRON
498,3.5744986, 5.39171,511, lithium ionization 1, ELECTRON
499,3.5000097, 5.39171,512, lithium ionization 1, ELECTRON
500,3.3999431, 5.39171,513, lithium ionization 1, ELECTRON
501,0.0808513, 5.39171,514, lithium ionization 1, ELECTRON
502,0.1023179, 5.39171,515, lithium ionization 1, ELECTRON
503,0.0306736, 5.39171,516, lithium ionization 1, ELECTRON
505,3.2058098, 5.39171,517, lithium ionization 1, ELECTRON
509,3.2173208, 5.39171,518, lithium ionization 1, ELECTRON
510,3.1627431, 5.39171,519, lithium ionization 1, ELECTRON
511,3.1501653, 5.39171,520, lithium ionization 1, ELECTRON
513,3.0371875, 5.39171,521, lithium ionization 1, ELECTRON
517,3.0595208, 5.39171,522, lithium ionization 1, ELECTRON
519,3.0974320, 5.39171,523, lithium ionization 1, ELECTRON
521,2.9369208, 5.39171,524, lithium ionization 1, ELECTRON
525,3.0107653, 5.39171,525, lithium ionization 1, ELECTRON
529,2.9132098, 5.39171,526, lithium ionization 1, ELECTRON
530,2.8596542, 5.39171,527, lithium ionization 1, ELECTRON
534,2.5257653, 5.39171,528, lithium ionization 1, ELECTRON
536,2.5937209, 5.39171,529, lithium ionization 1, ELECTRON
545,2.5189430, 5.39171,530, lithium ionization 1, ELECTRON
549,2.6151208, 5.39171,531, lithium ionization 1, ELECTRON
550,2.5418320, 5.39171,532, lithium ionization 1, ELECTRON
554,2.5626542, 5.39171,533, lithium ionization 1, ELECTRON
555,2.5936765, 5.39171,534, lithium ionization 1, ELECTRON
556,2.6928763, 5.39171,535, lithium ionization 1, ELECTRON
558,2.6677652, 5.39171,536, lithium ionization 1, ELECTRON
559,2.7119875, 5.39171,537, lithium ionization 1, ELECTRON
561,2.7316320, 5.39171,538, lithium ionization 1, ELECTRON
562,2.7451432, 5.39171,539, lithium ionization 1, ELECTRON
563,2.8935875, 5.39171,540, lithium ionization 1, ELECTRON
567,2.9802542, 5.39171,541, lithium ionization 1, ELECTRON
569,2.9559430, 5.39171,542, lithium ionization 1, ELECTRON
570,3.0298097, 5.39171,543, lithium ionization 1, ELECTRON
575,2.9967876, 5.39171,544, lithium ionization 1, ELECTRON
577,2.9397431, 5.39171,545, lithium ionization 1, ELECTRON
578,2.9081653, 5.39171,546, lithium ionization 1, ELECTRON
579,2.9771875, 5.39171,547, lithium ionization 1, ELECTRON
581,3.0298986, 5.39171,548, lithium ionization 1, ELECTRON
582,3.0260987, 5.39171,549, lithium ionization 1, ELECTRON
585,3.0807653, 5.39171,550, lithium ionization 1, ELECTRON
592,2.9456986, 5.39171,551, lithium ionization 1, ELECTRON
593,2.9444320, 5.39171,552, lithium ionization 1, ELECTRON
594,2.9903209, 5.39171,553, lithium ionization 1, ELECTRON
595,2.9618097, 5.39171,554, lithium ionization 1, ELECTRON
597,2.9214098, 5.39171,555, lithium ionization 1, ELECTRON
599,2.8541876, 5.39171,556, lithium ionization 1, ELECTRON
600,2.8394764, 5.39171,557, lithium ionization 1, ELECTRON
601,2.8374097, 5.39171,558, lithium ionization 1, ELECTRON
603,2.8836098, 5.39171,559, lithium ionization 1, ELECTRON
604,2.8277653, 5.39171,560, lithium ionization 1, ELECTRON
606,2.8604764, 5.39171,561, lithium ionization 1, ELECTRON
611,2.9048320, 5.39171,562, lithium ionization 1, ELECTRON
612,2.9593653, 5.39171,563, lithium ionization 1, ELECTRON
615,3.0068320, 5.39171,564, lithium ionization 1, ELECTRON
617,3.0834987, 5.39171,565, lithium ionization 1, ELECTRON
619,3.1704986, 5.39171,566, lithium ionization 1, ELECTRON
623,3.1972097, 5.39171,567, lithium ionization 1, ELECTRON
624,3.2292319, 5.39171,568, lithium ionization 1, ELECTRON
625,3.1774097, 5.39171,569, lithium ionization 1, ELECTRON
628,3.1376097, 5.39171,570, lithium ionization 1, ELECTRON
632,3.0949209, 5.39171,571, lithium ionization 1, ELECTRON
636,3.1366319, 5.39171,572, lithium ionization 1, ELECTRON
642,3.1494542, 5.39171,573, lithium ionization 1, ELECTRON
643,3.1372097, 5.39171,574, lithium ionization 1, ELECTRON
645,3.0962319, 5.39171,575, lithium ionization 1, ELECTRON
648,3.0223208, 5.39171,576, lithium ionization 1, ELECTRON
651,2.9508764, 5.39171,577, lithium ionization 1, ELECTRON
652,2.9685653, 5.39171,578, lithium ionization 1, ELECTRON
654,2.9748764, 5.39171,579, lithium ionization 1, ELECTRON
656,3.0156320, 5.39171,580, lithium ionization 1, ELECTRON
658,3.0306764, 5.39171,581, lithium ionization 1, ELECTRON
664,3.0497653, 5.39171,582, lithium ionization 1, ELECTRON
667,3.0251653, 5.39171,583, lithium ionization 1, ELECTRON
675,2.9043208, 5.39171,584, lithium ionization 1, ELECTRON
676,2.9041653, 5.39171,585, lithium ionization 1, ELECTRON
677,2.9015431, 5.39171,586, lithium ionization 1, ELECTRON
679,2.9278097, 5.39171,587, lithium ionization 1, ELECTRON
680,2.8952320, 5.39171,588, lithium ionization 1, ELECTRON
681,2.9036098, 5.39171,589, lithium ionization 1, ELECTRON
683,2.8763653, 5.39171,590, lithium ionization 1, ELECTRON
685,2.9565431, 5.39171,591, lithium ionization 1, ELECTRON
689,2.9696765, 5.39171,592, lithium ionization 1, ELECTRON
690,2.9118097, 5.39171,593, lithium ionization 1, ELECTRON
691,2.9069431, 5.39171,594, lithium ionization 1, ELECTRON
692,2.9009209, 5.39171,595, lithium ionization 1, ELECTRON
696,2.8464319, 5.39171,596, lithium ionization 1, ELECTRON
705,2.8269431, 5.39171,597, lithium ionization 1, ELECTRON
708,2.7936098, 5.39171,598, lithium ionization 1, ELECTRON
709,2.8587653, 5.39171,599, lithium ionization 1, ELECTRON
710,2.8382986, 5.39171,600, lithium ionization 1, ELECTRON
711,2.8103875, 5.39171,601, lithium ionization 1, ELECTRON
712,2.8066097, 5.39171,602, lithium ionization 1, ELECTRON
719,2.7446319, 5.39171,603, lithium ionization 1, ELECTRON
721,2.7419209, 5.39171,604, lithium ionization 1, ELECTRON
722,2.7177874, 5.39171,605, lithium ionization 1, ELECTRON
723,2.7358321, 5.39171,606, lithium ionization 1, ELECTRON
724,2.7214986, 5.39171,607, lithium ionization 1, ELECTRON
730,2.5607653, 5.39171,608, lithium ionization 1, ELECTRON
731,2.5573653, 5.39171,609, lithium ionization 1, ELECTRON
732,2.4946986, 5.39171,610, lithium ionization 1, ELECTRON
734,2.2038987, 5.39171,611, lithium ionization 1, ELECTRON
736,2.1750097, 5.39171,612, lithium ionization 1, ELECTRON
738,2.0058097, 5.39171,613, lithium ionization 1, ELECTRON
739,1.7956097, 5.39171,614, lithium ionization 1, ELECTRON
741,1.7838987, 5.39171,615, lithium ionization 1, ELECTRON
748,2.1848764, 5.39171,616, lithium ionization 1, ELECTRON
749,2.2293876, 5.39171,617, lithium ionization 1, ELECTRON
750,2.1375209, 5.39171,618, lithium ionization 1, ELECTRON
756,2.0013653, 5.39171,619, lithium ionization 1, ELECTRON
758,1.9547208, 5.39171,620, lithium ionization 1, ELECTRON
762,2.2258764, 5.39171,621, lithium ionization 1, ELECTRON
774,2.3957431, 5.39171,622, lithium ionization 1, ELECTRON
775,2.2394319, 5.39171,623, lithium ionization 1, ELECTRON
776,2.1102543, 5.39171,624, lithium ionization 1, ELECTRON
779,2.0676098, 5.39171,625, lithium ionization 1, ELECTRON
780,2.1028320, 5.39171,626, lithium ionization 1, ELECTRON
781,2.1329652, 5.39171,627, lithium ionization 1, ELECTRON
784,2.0633209, 5.39171,628, lithium ionization 1, ELECTRON
785,2.1153653, 5.39171,629, lithium ionization 1, ELECTRON
790,2.1890097, 5.39171,630, lithium ionization 1, ELECTRON
791,2.1488987, 5.39171,631, lithium ionization 1, ELECTRON
793,2.2688098, 5.39171,632, lithium ionization 1, ELECTRON
795,2.3838098, 5.39171,633, lithium ionization 1, ELECTRON
797,2.4404764, 5.39171,634, lithium ionization 1, ELECTRON
798,2.3982320, 5.39171,635, lithium ionization 1, ELECTRON
799,2.6389208, 5.39171,636, lithium ionization 1, ELECTRON
800,2.6005875, 5.39171,637, lithium ionization 1, ELECTRON
802,2.4119209, 5.39171,638, lithium ionization 1, ELECTRON
804,2.5010542, 5.39171,639, lithium ionization 1, ELECTRON
805,2.4295430, 5.39171,640, lithium ionization 1, ELECTRON
806,2.4650543, 5.39171,641, lithium ionization 1, ELECTRON
807,2.4324763, 5.39171,642, lithium ionization 1, ELECTRON
808,2.4102543, 5.39171,643, lithium ionization 1, ELECTRON
815,2.5769653, 5.39171,644, lithium ionization 1, ELECTRON
816,2.6557431, 5.39171,645, lithium ionization 1, ELECTRON
820,2.5470764, 5.39171,646, lithium ionization 1, ELECTRON
823,2.6162764, 5.39171,647, lithium ionization 1, ELECTRON
824,2.6184987, 5.39171,648, lithium ionization 1, ELECTRON
829,2.7139208, 5.39171,649, lithium ionization 1, ELECTRON
830,2.7783209, 5.39171,650, lithium ionization 1, ELECTRON
831,2.6993876, 5.39171,651, lithium ionization 1, ELECTRON
834,2.4693876, 5.39171,652, lithium ionization 1, ELECTRON
835,2.4343430, 5.39171,653, lithium ionization 1, ELECTRON
840,2.0550543, 5.39171,654, lithium ionization 1, ELECTRON
843,2.0866986, 5.39171,655, lithium ionization 1, ELECTRON
853,2.2924763, 5.39171,656, lithium ionization 1, ELECTRON
857,2.2396319, 5.39171,657, lithium ionization 1, ELECTRON
861,2.5224542, 5.39171,658, lithium ionization 1, ELECTRON
862,2.5313431, 5.39171,659, lithium ionization 1, ELECTRON
865,2.4608097, 5.39171,660, lithium ionization 1, ELECTRON
867,2.5407431, 5.39171,661, lithium ionization 1, ELECTRON
869,2.7322320, 5.39171,662, lithium ionization 1, ELECTRON
873,2.7711653, 5.39171,663, lithium ionization 1, ELECTRON
875,2.7888987, 5.39171,664, lithium ionization 1, ELECTRON
882,2.9086319, 5.39171,665, lithium ionization 1, ELECTRON
884,2.7963431, 5.39171,666, lithium ionization 1, ELECTRON
888,2.8928320, 5.39171,667, lithium ionization 1, ELECTRON
890,2.8689208, 5.39171,668, lithium ionization 1, ELECTRON
894,3.0087653, 5.39171,669, lithium ionization 1, ELECTRON
900,2.9142319, 5.39171,670, lithium ionization 1, ELECTRON
901,2.8433209, 5.39171,671, lithium ionization 1, ELECTRON
902,2.8485653, 5.39171,672, lithium ionization 1, ELECTRON
908,2.9364764, 5.39171,673, lithium ionization 1, ELECTRON
910,2.8096097, 5.39171,674, lithium ionization 1, ELECTRON
912,2.9275653, 5.39171,675, lithium ionization 1, ELECTRON
919,2.6699875, 5.39171,676, lithium ionization 1, ELECTRON
920,2.6664097, 5.39171,677, lithium ionization 1, ELECTRON
921,2.6918098, 5.39171,678, lithium ionization 1, ELECTRON
923,2.6492319, 5.39171,679, lithium ionization 1, ELECTRON
924,2.6086987, 5.39171,680, lithium ionization 1, ELECTRON
928,2.4320542, 5.39171,681, lithium ionization 1, ELECTRON
929,2.4238098, 5.39171,682, lithium ionization 1, ELECTRON
932,2.5924763, 5.39171,683, lithium ionization 1, ELECTRON
937,2.4376098, 5.39171,684, lithium ionization 1, ELECTRON
939,2.4622320, 5.39171,685, lithium ionization 1, ELECTRON
944,2.5075653, 5.39171,686, lithium ionization 1, ELECTRON
949,2.6336319, 5.39171,687, lithium ionization 1, ELECTRON
950,2.6799654, 5.39171,688, lithium ionization 1, ELECTRON
953,2.5529652, 5.39171,689, lithium ionization 1, ELECTRON
958,2.4563653, 5.39171,690, lithium ionization 1, ELECTRON
961,2.4231652, 5.39171,691, lithium ionization 1, ELECTRON
962,2.4760320, 5.39171,692, lithium ionization 1, ELECTRON
963,2.5574320, 5.39171,693, lithium ionization 1, ELECTRON
964,2.6458321, 5.39171,694, lithium ionization 1, ELECTRON
965,2.6412986, 5.39171,695, lithium ionization 1, ELECTRON
966,2.5950986, 5.39171,696, lithium ionization 1, ELECTRON
970,2.8653653, 5.39171,697, lithium ionization 1, ELECTRON
971,2.8184320, 5.39171,698, lithium ionization 1, ELECTRON
972,2.8759653, 5.39171,699, lithium ionization 1, ELECTRON
974,2.9942319, 5.39171,700, lithium ionization 1, ELECTRON
975,2.9949653, 5.39171,701, lithium ionization 1, ELECTRON
979,3.1147653, 5.39171,702, lithium ionization 1, ELECTRON
981,3.0134320, 5.39171,703, lithium ionization 1, ELECTRON
982,3.0010987, 5.39171,704, lithium ionization 1, ELECTRON
986,2.9985653, 5.39171,705, lithium ionization 1, ELECTRON
992,3.0481653, 5.39171,706, lithium ionization 1, ELECTRON
997,3.2974320, 5.39171,707, lithium ionization 1, ELECTRON
1000,3.2083653, 5.39171,708, lithium ionization 1, ELECTRON
1001,3.1852320, 5.39171,709, lithium ionization 1, ELECTRON
1004,3.2800986, 5.39171,710, lithium ionization 1, ELECTRON
1005,3.3622320, 5.39171,711, lithium ionization 1, ELECTRON
1006,3.3486319, 5.39171,712, lithium ionization 1, ELECTRON
1007,3.2600320, 5.39171,713, lithium ionization 1, ELECTRON
1011,3.1833653, 5.39171,714, lithium ionization 1, ELECTRON
1013,3.1822986, 5.39171,715, lithium ionization 1, ELECTRON
1014,3.2650320, 5.39171,716, lithium ionization 1, ELECTRON
1015,3.2825653, 5.39171,717, lithium ionization 1, ELECTRON
1017,3.3250986, 5.39171,718, lithium ionization 1, ELECTRON
1018,3.2876986, 5.39171,719, lithium ionization 1, ELECTRON
1019,3.3625653, 5.39171,720, lithium ionization 1, ELECTRON
1020,3.4083653, 5.39171,721, lithium ionization 1, ELECTRON
1021,0.1450068, 5.39171,722, lithium ionization 1, ELECTRON
1022,3.4302320, 5.39171,723, lithium ionization 1, ELECTRON
1023,0.1888069, 5.39171,724, lithium ionization 1, ELECTRON
1024,3.4822320, 5.39171,725, lithium ionization 1, ELECTRON
1026,0.2732068, 5.39171,726, lithium ionization 1, ELECTRON
1027,3.6456986, 5.39171,727, lithium ionization 1, ELECTRON
1028,3.6603653, 5.39171,728, lithium ionization 1, ELECTRON
1029,0.4630069, 5.39171,729, lithium ionization 1, ELECTRON
1032,3.6601653, 5.39171,730, lithium ionization 1, ELECTRON
1033,0.4696735, 5.39171,731, lithium ionization 1, ELECTRON
1034,3.7237653, 5.39171,732, lithium ionization 1, ELECTRON
1035,0.4547402, 5.39171,733, lithium ionization 1, ELECTRON
1036,0.4366069, 5.39171,734, lithium ionization 1, ELECTRON
1037,3.6828987, 5.39171,735, lithium ionization 1, ELECTRON
1038,3.6890320, 5.39171,736, lithium ionization 1, ELECTRON
1039,0.3688735, 5.39171,737, lithium ionization 1, ELECTRON
1041,3.6653653, 5.39171,738, lithium ionization 1, ELECTRON
1043,3.6228320, 5.39171,739, lithium ionization 1, ELECTRON
1045,0.3008735, 5.39171,740, lithium ionization 1, ELECTRON
1046,3.5230320, 5.39171,741, lithium ionization 1, ELECTRON
1047,3.5220986, 5.39171,742, lithium ionization 1, ELECTRON
1049,3.4128986, 5.39171,743, lithium ionization 1, ELECTRON
1050,0.0043402, 5.39171,744, lithium ionization 1, ELECTRON
1051,0.0792735, 5.39171,745, lithium ionization 1, ELECTRON
1052,0.0355402, 5.39171,746, lithium ionization 1, ELECTRON
1053,3.2719653, 5.39171,747, lithium ionization 1, ELECTRON
1054,3.2262319, 5.39171,748, lithium ionization 1, ELECTRON
1056,3.1829653, 5.39171,749, lithium ionization 1, ELECTRON
1058,3.1394320, 5.39171,750, lithium ionization 1, ELECTRON
1059,3.0992319, 5.39171,751, lithium ionization 1, ELECTRON
1063,3.0530986, 5.39171,752, lithium ionization 1, ELECTRON
1067,3.1422986, 5.39171,753, lithium ionization 1, ELECTRON
1073,3.2086987, 5.39171,754, lithium ionization 1, ELECTRON
1075,3.1892986, 5.39171,755, lithium ionization 1, ELECTRON
1080,3.3181653, 5.39171,756, lithium ionization 1, ELECTRON
1084,3.2804986, 5.39171,757, lithium ionization 1, ELECTRON
1087,3.2070320, 5.39171,758, lithium ionization 1, ELECTRON
1088,3.1998986, 5.39171,759, lithium ionization 1, ELECTRON
1091,3.2200986, 5.39171,760, lithium ionization 1, ELECTRON
